web-scraper-order,web-scraper-start-url,image-src,image2-src,data,data2,priceCurrency,data3,data4,category
1758458269-1,https://www.maparatunisie.tn/nos-marques/miradent/,https://www.maparatunisie.tn/wp-content/uploads/2021/03/mirawhite-400x400.jpeg,https://www.maparatunisie.tn/wp-content/uploads/2021/03/miradent-mirawhite-gelee-100ml-2-400x400.jpg,,Ajouter au panier,TND,18.650 TND,MIRADENT Mirawhite Gelee 100ml,Dentifrices
